trial,domain_path,provider,model,give_pred_descriptions,desc_class,hde_runs,action_runs
3,data/domains/bookseller,openai,o4-mini,True,first,1,1
3,data/domains/alchemy,openai,o4-mini,True,detailed-first,2,1
3,data/domains/flow,deepseek,deepseek-chat,True,detailed-first,1,1
1,data/domains/bookseller,openai,o4-mini,True,first,1,1
1,data/domains/elevators,deepseek,deepseek-chat,True,first,1,2
3,data/domains/blocks,deepseek,deepseek-chat,True,detailed-first,2,2
3,data/domains/elevators,deepseek,deepseek-chat,True,detailed-first,1,1
2,data/domains/elevators,deepseek,deepseek-chat,True,detailed-first,0,1
3,data/domains/bookseller,deepseek,deepseek-chat,True,first,0,5
2,data/domains/alchemy,openai,o4-mini,True,detailed-first,1,1
3,data/domains/alchemy,deepseek,deepseek-chat,True,detailed-first,0,5
2,data/domains/elevators,deepseek,deepseek-chat,True,first,0,2
2,data/domains/bookseller,deepseek,deepseek-chat,True,detailed-first,1,1
1,data/domains/blocks,deepseek,deepseek-chat,True,detailed-first,1,3
3,data/domains/elevators,deepseek,deepseek-chat,True,first,1,2
2,data/domains/elevators,openai,o4-mini,True,first,2,1
2,data/domains/alchemy,deepseek,deepseek-chat,True,first,1,1
1,data/domains/elevators,openai,o4-mini,True,first,1,1
1,data/domains/alchemy,deepseek,deepseek-chat,True,detailed-first,0,5
2,data/domains/flow,deepseek,deepseek-chat,True,detailed-first,3,2
1,data/domains/alchemy,deepseek,deepseek-chat,True,first,0,5
3,data/domains/alchemy,deepseek,deepseek-chat,True,first,0,5
2,data/domains/alchemy,deepseek,deepseek-chat,True,detailed-first,0,1
3,data/domains/bookseller,deepseek,deepseek-chat,True,detailed-first,0,1
1,data/domains/bookseller,deepseek,deepseek-chat,True,first,0,1
2,data/domains/bookseller,deepseek,deepseek-chat,True,first,0,3
3,data/domains/flow,deepseek,deepseek-chat,True,first,3,1
1,data/domains/flow,deepseek,deepseek-chat,True,first,2,1
1,data/domains/bookseller,deepseek,deepseek-chat,True,detailed-first,0,1
2,data/domains/flow,deepseek,deepseek-chat,True,first,4,1
3,data/domains/blocks,openai,gpt-4o-mini,True,first,2,1
